comment,case_folding,remove_emoji,cleaning_text,replace_3_or_more,tokenize,word_normalization,stemming,stopwords,Sentiments,Label
Kalau saya masih bayarin BPJS orang tua walau gak kepakai 😃. Itung2 subsidi lah. Saya sekeluarga juga bayar bpjs pdhl pakai nya asuransi lain 😆. Soalnya BPJS paling lengkap dan aman kl ada apa2 si kemudian hari.,kalau saya masih bayarin bpjs orang tua walau gak kepakai ð. itung2 subsidi lah. saya sekeluarga juga bayar bpjs pdhl pakai nya asuransi lain ð. soalnya bpjs paling lengkap dan aman kl ada apa2 si kemudian hari.,kalau saya masih bayarin bpjs orang tua walau gak kepakai . itung2 subsidi lah. saya sekeluarga juga bayar bpjs pdhl pakai nya asuransi lain . soalnya bpjs paling lengkap dan aman kl ada apa2 si kemudian hari.,kalau saya masih bayarin bpjs orang tua walau gak kepakai   itung  subsidi lah  saya sekeluarga juga bayar bpjs pdhl pakai nya asuransi lain   soalnya bpjs paling lengkap dan aman kl ada apa  si kemudian hari ,kalau saya masih bayarin bpjs orang tua walau gak kepakai itung subsidi lah saya sekeluarga juga bayar bpjs pdhl pakai nya asuransi lain soalnya bpjs paling lengkap dan aman kl ada apa si kemudian hari ,"['kalau', 'saya', 'masih', 'bayarin', 'bpjs', 'orang', 'tua', 'walau', 'gak', 'kepakai', 'itung', 'subsidi', 'lah', 'saya', 'sekeluarga', 'juga', 'bayar', 'bpjs', 'pdhl', 'pakai', 'nya', 'asuransi', 'lain', 'soalnya', 'bpjs', 'paling', 'lengkap', 'dan', 'aman', 'kl', 'ada', 'apa', 'si', 'kemudian', 'hari']",kalau saya masih bayarkan bpjs orang tua walau tidak kepakai itung subsidi lah saya sekeluarga juga bayar bpjs padahal pakai nya asuransi lain soalnya bpjs paling lengkap dan aman kalau ada apa si kemudian hari,kalau saya masih bayar bpjs orang tua walau tidak pakai itung subsidi lah saya keluarga juga bayar bpjs padahal pakai nya asuransi lain soal bpjs paling lengkap dan aman kalau ada apa si kemudian hari,kalau bayar bpjs orang tua pakai itung subsidi lah keluarga bayar bpjs padahal pakai asuransi soal bpjs paling lengkap aman kalau apa si kemudian hari,1,positif
"BPJS bagi saya lancar2 & aman2 aja tuh, makanya sadar utk rutin bayar tiap bulan, bisa autodebit juga kok, klo sakit ga dibedakan kok, rawat inap jg baik2 aja pelayanannya, love BPJS @bpjskesehatan_ri ❤️🔥","bpjs bagi saya lancar2 & aman2 aja tuh, makanya sadar utk rutin bayar tiap bulan, bisa autodebit juga kok, klo sakit ga dibedakan kok, rawat inap jg baik2 aja pelayanannya, love bpjs @bpjskesehatan_ri â¤ï¸ð¥","bpjs bagi saya lancar2 & aman2 aja tuh, makanya sadar utk rutin bayar tiap bulan, bisa autodebit juga kok, klo sakit ga dibedakan kok, rawat inap jg baik2 aja pelayanannya, love bpjs @bpjskesehatan_ri ",bpjs bagi saya lancar    aman  aja tuh  makanya sadar utk rutin bayar tiap bulan  bisa autodebit juga kok  klo sakit ga dibedakan kok  rawat inap jg baik  aja pelayanannya  love bpjs   ,bpjs bagi saya lancar aman aja tuh makanya sadar utk rutin bayar tiap bulan bisa autodebit juga kok klo sakit ga dibedakan kok rawat inap jg baik aja pelayananya love bpjs ,"['bpjs', 'bagi', 'saya', 'lancar', 'aman', 'aja', 'tuh', 'makanya', 'sadar', 'utk', 'rutin', 'bayar', 'tiap', 'bulan', 'bisa', 'autodebit', 'juga', 'kok', 'klo', 'sakit', 'ga', 'dibedakan', 'kok', 'rawat', 'inap', 'jg', 'baik', 'aja', 'pelayananya', 'love', 'bpjs']",bpjs bagi saya lancar aman saja tuh makanya sadar untuk rutin bayar tiap bulan bisa autodebit juga kok kalau sakit tidak dibedakan kok rawat inap juga baik saja pelayananya love bpjs,bpjs bagi saya lancar aman saja tuh makanya sadar untuk rutin bayar tiap bulan bisa autodebit juga kok kalau sakit tidak beda kok rawat inap juga baik saja pelayananya love bpjs,bpjs lancar aman tuh makanya sadar rutin bayar tiap bulan autodebit kok kalau sakit beda kok rawat inap baik pelayananya love bpjs,1,positif
BPJS sebenarnya membantu sekali... yuk gotong royong,bpjs sebenarnya membantu sekali... yuk gotong royong,bpjs sebenarnya membantu sekali... yuk gotong royong,bpjs sebenarnya membantu sekali    yuk gotong royong,bpjs sebenarnya membantu sekali yuk gotong royong,"['bpjs', 'sebenarnya', 'membantu', 'sekali', 'yuk', 'gotong', 'royong']",bpjs sebenarnya membantu sekali yuk gotong royong,bpjs benar bantu sekali yuk gotong royong,bpjs benar bantu sekali yuk gotong royong,1,positif
Alhamdulillah bpk saya semenjak bikin dri awal smpe skrng ga telat byr 😂blm prnh d pke juga lg,alhamdulillah bpk saya semenjak bikin dri awal smpe skrng ga telat byr ðblm prnh d pke juga lg,alhamdulillah bpk saya semenjak bikin dri awal smpe skrng ga telat byr blm prnh d pke juga lg,alhamdulillah bpk saya semenjak bikin dri awal smpe skrng ga telat byr blm prnh d pke juga lg,alhamdulilah bpk saya semenjak bikin dri awal smpe skrng ga telat byr blm prnh d pke juga lg,"['alhamdulilah', 'bpk', 'saya', 'semenjak', 'bikin', 'dri', 'awal', 'smpe', 'skrng', 'ga', 'telat', 'byr', 'blm', 'prnh', 'd', 'pke', 'juga', 'lg']",alhamdulilah bapak saya semenjak membuat dari awal sampai sekarang tidak telat bayar belum pernah di pakai juga lagi,alhamdulilah bapak saya semenjak untuk dari awal sampai sekarang tidak telat bayar belum pernah di pakai juga lagi,alhamdulilah bapak semenjak awal sekarang telat bayar pernah pakai,1,positif
selalu bayar bpjs  karena saya yakin akan sangat terbantu kalau suatu hari digunakan,selalu bayar bpjs  karena saya yakin akan sangat terbantu kalau suatu hari digunakan,selalu bayar bpjs  karena saya yakin akan sangat terbantu kalau suatu hari digunakan,selalu bayar bpjs  karena saya yakin akan sangat terbantu kalau suatu hari digunakan,selalu bayar bpjs karena saya yakin akan sangat terbantu kalau suatu hari digunakan,"['selalu', 'bayar', 'bpjs', 'karena', 'saya', 'yakin', 'akan', 'sangat', 'terbantu', 'kalau', 'suatu', 'hari', 'digunakan']",selalu bayar bpjs karena saya yakin akan sangat terbantu kalau suatu hari digunakan,selalu bayar bpjs karena saya yakin akan sangat bantu kalau suatu hari guna,selalu bayar bpjs yakin sangat bantu kalau suatu hari,1,positif
i kalo ga salah ya bpjs ini preminya paling murah diantara jasa asuransi lain dengan manfaat yg lumayan lengkap lo🙌,i kalo ga salah ya bpjs ini preminya paling murah diantara jasa asuransi lain dengan manfaat yg lumayan lengkap loð,i kalo ga salah ya bpjs ini preminya paling murah diantara jasa asuransi lain dengan manfaat yg lumayan lengkap lo,i kalo ga salah ya bpjs ini preminya paling murah diantara jasa asuransi lain dengan manfaat yg lumayan lengkap lo,i kalo ga salah ya bpjs ini preminya paling murah diantara jasa asuransi lain dengan manfat yg lumayan lengkap lo,"['i', 'kalo', 'ga', 'salah', 'ya', 'bpjs', 'ini', 'preminya', 'paling', 'murah', 'diantara', 'jasa', 'asuransi', 'lain', 'dengan', 'manfat', 'yg', 'lumayan', 'lengkap', 'lo']",i kalau tidak salah ya bpjs ini preminya paling murah diantara jasa asuransi lain dengan manfaat yang lumayan lengkap kamu,i kalau tidak salah ya bpjs ini premi paling murah antara jasa asuransi lain dengan manfaat yang lumayan lengkap kamu,i kalau salah bpjs premi paling murah jasa asuransi manfaat lumayan lengkap kamu,1,positif
Inget bpjs sifatnya gotong royong makanya iuran untuk membantu sesama...,inget bpjs sifatnya gotong royong makanya iuran untuk membantu sesama...,inget bpjs sifatnya gotong royong makanya iuran untuk membantu sesama...,inget bpjs sifatnya gotong royong makanya iuran untuk membantu sesama   ,inget bpjs sifatnya gotong royong makanya iuran untuk membantu sesama ,"['inget', 'bpjs', 'sifatnya', 'gotong', 'royong', 'makanya', 'iuran', 'untuk', 'membantu', 'sesama']",ingat bpjs sifatnya gotong royong makanya iuran untuk membantu sesama,ingat bpjs sifat gotong royong makanya iur untuk bantu sama,ingat bpjs sifat gotong royong makanya iur bantu sama,1,positif
makasi info nya min sangat berguna mending bahas bpjs aja daripada kripto,makasi info nya min sangat berguna mending bahas bpjs aja daripada kripto,makasi info nya min sangat berguna mending bahas bpjs aja daripada kripto,makasi info nya min sangat berguna mending bahas bpjs aja daripada kripto,makasi info nya min sangat berguna mending bahas bpjs aja daripada kripto,"['makasi', 'info', 'nya', 'min', 'sangat', 'berguna', 'mending', 'bahas', 'bpjs', 'aja', 'daripada', 'kripto']",terimakasih info nya admin sangat berguna mending bahas bpjs saja daripada kripto,terimakasih info nya admin sangat guna mending bahas bpjs saja daripada kripto,terimakasih info admin sangat mending bahas bpjs kripto,1,positif
"saya bukan pro pemerintah setiap kebijakannya,tapi dengan bpjs saya sekeluarga alhamdulilah sangat terbantu.saya berobat mata gk perlu biaya+kaca mata gratis setiap 2 tahun sekali.","saya bukan pro pemerintah setiap kebijakannya,tapi dengan bpjs saya sekeluarga alhamdulilah sangat terbantu.saya berobat mata gk perlu biaya+kaca mata gratis setiap 2 tahun sekali.","saya bukan pro pemerintah setiap kebijakannya,tapi dengan bpjs saya sekeluarga alhamdulilah sangat terbantu.saya berobat mata gk perlu biaya+kaca mata gratis setiap 2 tahun sekali.",saya bukan pro pemerintah setiap kebijakannya tapi dengan bpjs saya sekeluarga alhamdulilah sangat terbantu saya berobat mata gk perlu biaya kaca mata gratis setiap   tahun sekali ,saya bukan pro pemerintah setiap kebijakanya tapi dengan bpjs saya sekeluarga alhamdulilah sangat terbantu saya berobat mata gk perlu biaya kaca mata gratis setiap tahun sekali ,"['saya', 'bukan', 'pro', 'pemerintah', 'setiap', 'kebijakanya', 'tapi', 'dengan', 'bpjs', 'saya', 'sekeluarga', 'alhamdulilah', 'sangat', 'terbantu', 'saya', 'berobat', 'mata', 'gk', 'perlu', 'biaya', 'kaca', 'mata', 'gratis', 'setiap', 'tahun', 'sekali']",saya bukan pro pemerintah setiap kebijakanya tapi dengan bpjs saya sekeluarga alhamdulilah sangat terbantu saya berobat mata tidak perlu biaya kaca mata gratis setiap tahun sekali,saya bukan pro perintah tiap kebijakanya tapi dengan bpjs saya keluarga alhamdulilah sangat bantu saya obat mata tidak perlu biaya kaca mata gratis tiap tahun sekali,bukan pro perintah tiap kebijakanya bpjs keluarga alhamdulilah sangat bantu obat mata perlu biaya kaca mata gratis tiap tahun sekali,1,positif
Aku selalu rutin bayar BPJS.. Biarpun gak pernah pake.. Periksa juga milih bayar umum.. Cuma sadar diri aja semisal ada rawat inap jadi bisa dicover BPJS.. Jaga jaga sih.. Itung itung berbagi ke sesama ajalah tiap bulan..,aku selalu rutin bayar bpjs.. biarpun gak pernah pake.. periksa juga milih bayar umum.. cuma sadar diri aja semisal ada rawat inap jadi bisa dicover bpjs.. jaga jaga sih.. itung itung berbagi ke sesama ajalah tiap bulan..,aku selalu rutin bayar bpjs.. biarpun gak pernah pake.. periksa juga milih bayar umum.. cuma sadar diri aja semisal ada rawat inap jadi bisa dicover bpjs.. jaga jaga sih.. itung itung berbagi ke sesama ajalah tiap bulan..,aku selalu rutin bayar bpjs   biarpun gak pernah pake   periksa juga milih bayar umum   cuma sadar diri aja semisal ada rawat inap jadi bisa dicover bpjs   jaga jaga sih   itung itung berbagi ke sesama ajalah tiap bulan  ,aku selalu rutin bayar bpjs biarpun gak pernah pake periksa juga milih bayar umum cuma sadar diri aja semisal ada rawat inap jadi bisa dicover bpjs jaga jaga sih itung itung berbagi ke sesama ajalah tiap bulan ,"['aku', 'selalu', 'rutin', 'bayar', 'bpjs', 'biarpun', 'gak', 'pernah', 'pake', 'periksa', 'juga', 'milih', 'bayar', 'umum', 'cuma', 'sadar', 'diri', 'aja', 'semisal', 'ada', 'rawat', 'inap', 'jadi', 'bisa', 'dicover', 'bpjs', 'jaga', 'jaga', 'sih', 'itung', 'itung', 'berbagi', 'ke', 'sesama', 'ajalah', 'tiap', 'bulan']",aku selalu rutin bayar bpjs biarpun tidak pernah pakai periksa juga milih bayar umum hanya sadar diri saja semisal ada rawat inap jadi bisa dicover bpjs jaga jaga sih itung itung berbagi ke sesama ajalah tiap bulan,aku selalu rutin bayar bpjs biarpun tidak pernah pakai periksa juga milih bayar umum hanya sadar diri saja misal ada rawat inap jadi bisa dicover bpjs jaga jaga sih itung itung bagi ke sama saja tiap bulan,aku selalu rutin bayar bpjs biarpun pernah pakai periksa milih bayar umum sadar diri misal rawat inap jadi dicover bpjs jaga jaga sih itung itung sama tiap bulan,1,positif
"Ibu saya operasi jantung pake bpjs bisa kok diperiksa sama dokter terbaik, gratis, dan pelayanan ramah. 
Gratis sebagus yang berbayar.","ibu saya operasi jantung pake bpjs bisa kok diperiksa sama dokter terbaik, gratis, dan pelayanan ramah. 
gratis sebagus yang berbayar.","ibu saya operasi jantung pake bpjs bisa kok diperiksa sama dokter terbaik, gratis, dan pelayanan ramah. 
gratis sebagus yang berbayar.",ibu saya operasi jantung pake bpjs bisa kok diperiksa sama dokter terbaik  gratis  dan pelayanan ramah   gratis sebagus yang berbayar ,ibu saya operasi jantung pake bpjs bisa kok diperiksa sama dokter terbaik gratis dan pelayanan ramah gratis sebagus yang berbayar ,"['ibu', 'saya', 'operasi', 'jantung', 'pake', 'bpjs', 'bisa', 'kok', 'diperiksa', 'sama', 'dokter', 'terbaik', 'gratis', 'dan', 'pelayanan', 'ramah', 'gratis', 'sebagus', 'yang', 'berbayar']",ibu saya operasi jantung pakai bpjs bisa kok diperiksa sama dokter terbaik gratis dan pelayanan ramah gratis sebagus yang berbayar,ibu saya operasi jantung pakai bpjs bisa kok periksa sama dokter baik gratis dan layan ramah gratis bagus yang bayar,ibu operasi jantung pakai bpjs kok periksa sama dokter baik gratis layan ramah gratis bagus bayar,1,positif
" sama seperti saya mbak. Dulu saya juga gak kepikiran, tahun lalu ayah saya sakit pas banget deket lebaran, kalo gaada bpjs berapa banyak uang yang harus keluar huhuhu terimakasih bpjs pelayanannya pun sangat memuaskan"," sama seperti saya mbak. dulu saya juga gak kepikiran, tahun lalu ayah saya sakit pas banget deket lebaran, kalo gaada bpjs berapa banyak uang yang harus keluar huhuhu terimakasih bpjs pelayanannya pun sangat memuaskan"," sama seperti saya mbak. dulu saya juga gak kepikiran, tahun lalu ayah saya sakit pas banget deket lebaran, kalo gaada bpjs berapa banyak uang yang harus keluar huhuhu terimakasih bpjs pelayanannya pun sangat memuaskan", sama seperti saya mbak  dulu saya juga gak kepikiran  tahun lalu ayah saya sakit pas banget deket lebaran  kalo gaada bpjs berapa banyak uang yang harus keluar huhuhu terimakasih bpjs pelayanannya pun sangat memuaskan, sama seperti saya mbak dulu saya juga gak kepikiran tahun lalu ayah saya sakit pas banget deket lebaran kalo gada bpjs berapa banyak uang yang harus keluar huhuhu terimakasih bpjs pelayananya pun sangat memuaskan,"['sama', 'seperti', 'saya', 'mbak', 'dulu', 'saya', 'juga', 'gak', 'kepikiran', 'tahun', 'lalu', 'ayah', 'saya', 'sakit', 'pas', 'banget', 'deket', 'lebaran', 'kalo', 'gada', 'bpjs', 'berapa', 'banyak', 'uang', 'yang', 'harus', 'keluar', 'huhuhu', 'terimakasih', 'bpjs', 'pelayananya', 'pun', 'sangat', 'memuaskan']",sama seperti saya kakak dulu saya juga tidak kepikiran tahun lalu ayah saya sakit pas banget deket lebaran kalau tidak ada bpjs berapa banyak uang yang harus keluar huhuhu terimakasih bpjs pelayananya pun sangat memuaskan,sama seperti saya kakak dulu saya juga tidak pikir tahun lalu ayah saya sakit pas banget deket lebaran kalau tidak ada bpjs berapa banyak uang yang harus keluar huhuhu terimakasih bpjs pelayananya pun sangat muas,sama kakak dulu pikir tahun lalu ayah sakit banget deket lebaran kalau bpjs berapa banyak uang keluar huhuhu terimakasih bpjs pelayananya sangat muas,1,positif
"BPJS juga sangat membantu masyarakat, kasihan juga kalo yg rutin bayar iuran tapi yg lain nunggak ga fair lah, ayo sama² bahu membahu saling membantu dan melindungi 🙏","bpjs juga sangat membantu masyarakat, kasihan juga kalo yg rutin bayar iuran tapi yg lain nunggak ga fair lah, ayo samaâ² bahu membahu saling membantu dan melindungi ð","bpjs juga sangat membantu masyarakat, kasihan juga kalo yg rutin bayar iuran tapi yg lain nunggak ga fair lah, ayo sama bahu membahu saling membantu dan melindungi ",bpjs juga sangat membantu masyarakat  kasihan juga kalo yg rutin bayar iuran tapi yg lain nunggak ga fair lah  ayo sama bahu membahu saling membantu dan melindungi ,bpjs juga sangat membantu masyarakat kasihan juga kalo yg rutin bayar iuran tapi yg lain nungak ga fair lah ayo sama bahu membahu saling membantu dan melindungi ,"['bpjs', 'juga', 'sangat', 'membantu', 'masyarakat', 'kasihan', 'juga', 'kalo', 'yg', 'rutin', 'bayar', 'iuran', 'tapi', 'yg', 'lain', 'nungak', 'ga', 'fair', 'lah', 'ayo', 'sama', 'bahu', 'membahu', 'saling', 'membantu', 'dan', 'melindungi']",bpjs juga sangat membantu masyarakat kasihan juga kalau yang rutin bayar iuran tapi yang lain nunggak tidak adil lah ayo sama bahu membahu saling membantu dan melindungi,bpjs juga sangat bantu masyarakat kasihan juga kalau yang rutin bayar iur tapi yang lain nunggak tidak adil lah ayo sama bahu bahu saling bantu dan lindung,bpjs sangat bantu masyarakat kasihan kalau rutin bayar iur nunggak adil lah ayo sama bahu bahu saling bantu lindung,1,positif
Alhamdulillah sy ber thn2 kontrol ke dokter BPJS bnyk yg baik dan ramah bersyukur bngt matur nuwun Dok??.  Bagus juga ini metodenya,alhamdulillah sy ber thn2 kontrol ke dokter bpjs bnyk yg baik dan ramah bersyukur bngt matur nuwun dok??.  bagus juga ini metodenya,alhamdulillah sy ber thn2 kontrol ke dokter bpjs bnyk yg baik dan ramah bersyukur bngt matur nuwun dok??.  bagus juga ini metodenya,alhamdulillah sy ber thn  kontrol ke dokter bpjs bnyk yg baik dan ramah bersyukur bngt matur nuwun dok     bagus juga ini metodenya,alhamdulilah sy ber thn kontrol ke dokter bpjs bnyk yg baik dan ramah bersyukur bngt matur nuwun dok bagus juga ini metodenya,"['alhamdulilah', 'sy', 'ber', 'thn', 'kontrol', 'ke', 'dokter', 'bpjs', 'bnyk', 'yg', 'baik', 'dan', 'ramah', 'bersyukur', 'bngt', 'matur', 'nuwun', 'dok', 'bagus', 'juga', 'ini', 'metodenya']",alhamdulilah saya ber tahun kontrol ke dokter bpjs banyak yang baik dan ramah bersyukur banget matur nuwun dok bagus juga ini metodenya,alhamdulilah saya ber tahun kontrol ke dokter bpjs banyak yang baik dan ramah syukur banget matur nuwun dok bagus juga ini metode,alhamdulilah tahun kontrol dokter bpjs banyak baik ramah syukur banget matur nuwun dok bagus metode,1,positif
"Wahh infoo menarik nih, masih banyak yg gak tau tentang denda BPJS ini 😢","wahh infoo menarik nih, masih banyak yg gak tau tentang denda bpjs ini ð¢","wahh infoo menarik nih, masih banyak yg gak tau tentang denda bpjs ini ",wahh infoo menarik nih  masih banyak yg gak tau tentang denda bpjs ini ,wah info menarik nih masih banyak yg gak tau tentang denda bpjs ini ,"['wah', 'info', 'menarik', 'nih', 'masih', 'banyak', 'yg', 'gak', 'tau', 'tentang', 'denda', 'bpjs', 'ini']",wah info menarik ini masih banyak yang tidak tahu tentang denda bpjs ini,wah info tarik ini masih banyak yang tidak tahu tentang denda bpjs ini,wah info tarik banyak tahu denda bpjs,1,positif
